ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,
10322,33,100,12,3524.73,
10333,31,90.17,5,2795.27,
10347,48,100,9,4814.4,
10357,41,87.13,6,3572.33,
10369,42,100,1,4581.36,
10381,41,100,8,4319.76,
10391,32,45.25,6,1448,
10423,10,88.14,1,881.4,
10103,35,57.46,14,2011.1,
10111,28,64.33,2,1801.24,
10126,46,73.7,14,3390.2,
10139,20,71.2,3,1424,
10150,30,49.97,11,1499.1,
10163,48,69.96,4,3358.08,
10173,28,53.72,2,1504.16,
10183,39,68.08,11,2655.12,
10193,24,51.84,3,1244.16,
10206,28,67.46,9,1888.88,
10215,31,58.71,6,1820.01,
10228,45,63.71,5,2866.95,
10244,24,58.09,3,1394.16,
10257,49,53.72,3,2632.28,
10269,32,63.08,1,2018.56,
10280,43,68.71,5,2954.53,
10291,37,50.59,14,1871.83,
10304,24,64.96,9,1559.04,
10312,35,53.72,6,1880.2,
10322,41,29.87,13,1224.67,
10332,26,100,17,2979.08,
10347,34,64.96,10,2208.64,
10357,49,70.58,5,3458.42,
10369,28,44.21,6,1237.88,
10381,40,68.08,4,2723.2,
10392,37,59.96,3,2218.52,
10423,31,53.72,3,1665.32,
10106,41,83.44,18,3421.04,
10119,21,89.46,9,1878.66,
10130,40,96.34,2,3853.6,
10143,46,74.84,13,3442.64,
10155,44,79.14,11,3482.16,
10167,46,73.12,7,3363.52,
10178,41,81.72,10,3350.52,
10186,32,89.46,7,2862.72,
10197,46,87.74,4,4036.04,
10209,28,100,6,2817.92,
10222,49,94.62,10,4636.38,
10248,21,73.98,1,1553.58,
10262,32,84.3,15,2697.6,
10273,34,98.06,2,3334.04,
10283,21,98.06,4,2059.26,
10296,21,96.34,13,2023.14,
10307,31,83.44,7,2586.64,
10316,21,94.62,15,1987.02,
10327,25,45.86,5,1146.5,
10338,28,82.58,3,2312.24,
10350,43,64.97,6,2793.71,
10373,22,86.74,5,1908.28,
10386,37,93.01,5,3441.37,
10398,28,72.26,18,2023.28,
10400,30,74.84,7,2245.2,
10414,44,73.98,1,3255.12,
10103,25,100,13,2539.5,
10111,43,100,1,4818.15,
10126,30,97.39,13,2921.7,
10139,20,90.06,2,1801.2,
10150,26,100,10,2804.36,
10163,40,100,3,4900.8,
10173,31,89.01,1,2759.31,
10183,22,100,10,2488.2,
10193,23,100,2,2769.89,
10206,30,100,8,3581.4,
10215,49,100,5,5285.14,
10228,31,100,4,3181.53,
10244,29,100,2,3340.51,
10257,37,84.82,2,3138.34,
10270,38,100,11,4775.08,
10280,29,100,4,3006.43,
10291,23,100,13,2866.26,
10304,26,85.87,8,2232.62,
10312,38,100,5,4457.02,
10322,48,47.04,7,2257.92,
10332,40,39.8,18,1592,
10347,45,100,11,4948.2,
10357,44,100,4,5160.76,
10369,21,94.22,5,1978.62,
10381,35,100,5,4288.2,
10392,29,86.92,2,2520.68,
10423,21,84.82,2,1781.22,
10105,22,100,11,3065.04,
10117,26,100,5,3551.34,
10128,41,100,2,5544.02,
10142,47,100,8,6034.33,
10153,31,100,7,3641.57,
10166,43,100,2,6930.74,
10177,23,100,9,3675.63,
10185,28,100,9,3442.04,
10196,49,100,1,6893.81,
10208,24,100,9,2622.48,
10221,33,100,3,4417.38,
10232,22,100,6,3606.02,
10248,32,100,12,3802.56,
10273,40,100,13,5026.4,
10282,43,100,1,6695.53,
10293,24,100,4,2819.28,
10306,32,100,9,3759.04,
10314,20,100,1,2731.8,
10325,24,69.12,9,1658.88,
10336,48,100,12,5778.24,
10350,44,100,1,5191.12,
10372,28,100,3,3862.88,
10383,24,61.52,9,1476.48,
10396,33,100,2,5273.73,
10414,41,100,12,4872.03,
10104,23,100,13,4556.99,
10109,46,100,5,8257,
10114,48,100,4,8209.44,
10122,25,100,3,3598.5,
10127,22,100,15,3837.24,
10136,41,100,3,8331.61,
10141,34,100,9,4836.5,
10148,32,100,14,5418.88,
10151,21,100,7,3734.01,
10160,20,100,1,3996.4,
10165,47,100,16,8754.69,
10171,39,100,3,5481.45,
10175,29,100,5,4419.89,
10181,45,100,7,6324.75,
10184,28,100,10,4409.72,
10192,26,100,12,3918.46,
10195,50,100,10,7620.5,
10203,48,100,1,8291.04,
10207,25,100,11,3937.25,
10212,40,100,11,5554.4,
10225,43,100,2,6407.86,
10229,22,100,5,4172.52,
10239,47,100,1,7083.37,
10246,36,100,9,7132.68,
10253,40,100,6,6773.6,
10259,27,100,8,3657.69,
10266,29,100,7,4812.55,
10271,20,100,9,3928.6,
10278,42,100,7,6401.22,
10281,25,100,5,4191.25,
10287,36,100,5,5852.52,
10292,21,100,12,2844.87,
10301,23,100,9,4011.66,
10305,37,100,9,7455.87,
10310,48,100,3,8940.96,
10313,25,100,3,4572.25,
10321,33,100,11,5700.09,
10324,27,100,12,3155.49,
10331,27,100,11,4170.69,
10334,20,100,3,2878.8,
10342,30,100,4,5029.5,
10349,48,100,6,7396.8,
10358,32,93.49,12,2991.68,
10366,34,100,1,6275.72,
10370,27,56.85,9,1534.95,
10377,39,100,3,7264.53,
10383,47,100,6,6869.05,
10394,22,100,5,3353.02,
10405,55,100,1,8289.05,
10412,60,100,9,11887.8,
10419,35,100,6,5926.9,
10425,28,100,8,3793.16,
10105,38,100,13,4330.1,
10117,21,95.8,7,2011.8,
10128,41,100,4,4837.18,
10142,22,97.81,10,2151.82,
10153,29,88.74,9,2573.46,
10165,50,100,1,5344.5,
10177,29,100,11,3070.52,
10185,49,80.67,11,3952.83,
10196,35,100,3,3564.75,
10208,48,100,11,5614.56,
10221,23,80.67,5,1855.41,
10232,48,95.8,8,4598.4,
10248,42,100,14,5082.42,
10273,47,100,15,5450.59,
10282,36,100,3,4174.92,
10293,22,100,6,2418.24,
10306,40,91.76,11,3670.4,
10314,23,100,3,2481.7,
10326,32,100,6,3807.68,
10336,21,100,7,2230.41,
10350,41,93.04,2,3814.64,
10372,25,84.71,5,2117.75,
10383,26,100,12,3340.48,
10396,24,89.75,4,2154,
10414,48,100,14,5808.48,
10108,26,68.35,9,1777.1,
10122,21,73.17,13,1536.57,
10135,45,78,10,3510,
10147,36,86.04,10,3097.44,
10159,21,81.21,5,1705.41,
10169,32,70.76,5,2264.32,
10181,30,82.82,17,2484.6,
10191,36,94.88,6,3415.68,
10203,33,86.04,11,2839.32,
10211,35,78,5,2730,
10225,37,95.69,12,3540.53,
10238,41,73.17,6,2999.97,
10252,20,76.39,2,1527.8,
10265,45,86.84,2,3907.8,
10276,38,69.96,6,2658.48,
10287,43,70.76,15,3042.68,
10300,49,78.8,8,3861.2,
10310,27,80.41,13,2171.07,
10319,46,73.98,1,3403.08,
10329,38,59.1,10,2245.8,
10342,25,66.74,5,1668.5,
10363,46,60.3,10,2773.8,
10378,22,100,4,2464,
10390,40,100,9,5491.6,
10103,46,100,16,4791.82,
10111,39,100,4,4178.85,
10126,38,82.34,16,3128.92,
10139,30,100,5,3095.4,
10149,42,94.25,2,3958.5,
10163,43,100,6,4991.44,
10173,29,95.24,4,2761.96,
10182,33,86.31,1,2848.23,
10193,32,79.37,5,2539.84,
10206,28,87.3,11,2444.4,
10215,41,100,8,4555.92,
10227,33,100,1,3666.96,
10244,36,84.33,5,3035.88,
10257,26,89.29,5,2321.54,
10280,34,100,7,3474.46,
10290,26,96.23,2,2501.98,
10304,38,100,11,3958.46,
10312,33,100,8,3535.95,
10323,33,91.27,2,3011.91,
10333,46,100,2,11336.7,
10347,26,100,12,2656.94,
10357,25,100,3,2604.25,
10369,45,73.08,4,3288.6,
10382,50,100,7,8935.5,
10392,36,100,1,4035.96,
10423,21,89.29,5,1875.09,
10108,29,100,8,4049.56,
10122,21,100,12,2469.39,
10135,42,100,9,5432.7,
10147,37,100,9,4405.22,
10159,25,100,4,3638,
10169,36,100,4,4444.92,
10181,22,100,16,3395.48,
10191,23,100,5,3414.58,
10203,32,100,10,5127.04,
10211,28,100,4,3745.28,
10225,27,100,11,4564.08,
10238,49,100,5,6554.24,
10252,41,100,1,6749.83,
10265,49,100,1,8427.02,
10276,30,100,5,3924.6,
10287,40,100,14,6761.6,
10300,23,100,7,3786.49,
10310,49,100,12,6266.12,
10320,25,100,5,3491,
10330,37,100,3,4405.22,
10342,55,100,7,6548.3,
10355,23,100,7,3177.91,
10363,24,100,11,4142.64,
10378,43,96.49,10,4149.07,
10390,50,100,1,7397,
10109,47,100,2,6241.6,
10123,34,100,4,5331.88,
10137,31,100,4,5124.3,
10148,28,100,11,3639.44,
10161,36,100,10,5544,
10172,48,100,8,5493.12,
10181,39,100,4,5785.26,
10192,45,100,9,5340.6,
10204,35,100,15,5735.8,
10212,45,100,8,6357.6,
10226,46,100,6,7343.9,
10240,37,100,1,5959.22,
10253,31,100,3,4029.38,
10266,33,100,4,5035.14,
10278,31,100,4,4116.8,
10287,27,100,2,4310.55,
10301,39,100,6,6446.7,
10311,32,100,11,3616.64,
10321,28,100,8,4232.76,
10331,26,67.91,12,1765.66,
10343,44,84.88,2,3734.72,
10367,46,100,6,4808.38,
10379,32,70.83,4,2266.56,
10406,65,100,1,10468.9,
10419,43,100,3,5589.14,
10108,43,67.77,12,2914.11,
10122,35,49.74,16,1740.9,
10135,45,50.36,13,2266.2,
10146,47,67.14,2,3155.58,
10159,21,64.66,8,1357.86,
10169,38,68.39,8,2598.82,
10180,21,50.36,3,1057.56,
10191,43,72.74,9,3127.82,
10211,46,54.09,8,2488.14,
10224,38,58.44,1,2220.72,
10237,26,52.22,1,1357.72,
10252,31,52.84,5,1638.04,
10264,48,54.71,3,2626.08,
10276,33,50.36,9,1661.88,
10286,38,57.2,1,2173.6,
10299,39,55.95,3,2182.05,
10310,42,67.14,16,2819.88,
10319,44,59.06,4,2598.64,
10330,29,69.63,2,2019.27,
10342,26,55.95,8,1454.7,
10355,31,53.47,1,1657.57,
10363,32,89.12,12,2851.84,
10378,28,100,9,4609.64,
10390,36,100,2,5079.96,
10403,36,52.22,1,1879.92,
10106,41,100,17,4774.86,
10119,27,99.52,8,2687.04,
10130,33,100,1,3423.75,
10143,34,100,12,3455.76,
10155,29,100,10,3622.97,
10167,34,100,6,3599.58,
10178,48,100,9,5386.56,
10186,46,100,6,4918.78,
10197,22,100,3,2538.8,
10209,20,100,5,2498.6,
10222,45,85.75,9,3858.75,
10249,46,100,5,5600.5,
10262,34,100,14,4103.46,
10273,50,85.75,1,4287.5,
10283,46,100,3,5795.54,
10296,22,84.7,12,1863.4,
10307,48,86.81,6,4166.88,
10316,47,86.81,14,4080.07,
10328,34,100,6,3815.48,
10338,45,100,2,5526.45,
10351,20,100,2,3374.6,
10373,50,60.49,6,3024.5,
10386,22,57.55,6,1266.1,
10398,45,100,17,4811.85,
10400,58,100,6,7307.42,
10415,51,100,5,6209.25,
10104,38,100,3,5348.5,
10117,22,100,12,2780.58,
10127,25,100,5,3447,
10142,24,100,15,3791.52,
10152,35,100,1,4524.1,
10165,28,100,6,3337.6,
10176,36,100,5,5532.12,
10185,39,100,16,5096.91,
10196,27,100,8,4537.08,
10207,40,100,1,6146.8,
10220,50,100,5,8258,
10230,42,100,3,7238.28,
10247,48,100,5,6756,
10272,25,100,5,3734,
10282,31,100,8,4674.8,
10292,44,100,2,7140.76,
10306,23,100,16,3600.65,
10314,29,100,8,4206.74,
10324,49,100,13,5379.71,
10337,36,100,3,5679.36,
10349,34,100,5,4394.84,
10358,25,100,13,2528.25,
10372,48,100,6,7031.52,
10383,38,100,1,5340.9,
10394,37,100,1,6376.58,
10413,49,100,5,6896.75,
10100,22,86.51,4,1903.22,
10110,28,89.27,8,2499.56,
10124,36,85.59,7,3081.24,
10148,34,100,1,3598.22,
10162,39,100,10,3912.09,
10173,21,75.46,14,1584.66,
10182,36,100,11,3942.72,
10193,24,97.55,15,2341.2,
10204,29,85.59,5,2482.11,
10213,38,94.79,1,3602.02,
10227,34,100,11,3566.94,
10241,42,90.19,3,3787.98,
10280,35,100,17,3704.05,
10288,35,80.99,6,2834.65,
10302,38,89.27,2,3392.26,
10311,41,81.91,1,3358.31,
10332,50,100,2,7310,
10344,21,100,4,2203.11,
10367,43,62.72,8,2696.96,
10380,32,100,1,3376.64,
10407,6,90.19,3,541.14,
10420,66,92.95,6,6134.7,
10105,41,82.5,10,3382.5,
10117,23,97.42,4,2240.66,
10128,43,92.16,1,3962.88,
10142,24,70.22,7,1685.28,
10153,22,83.38,6,1834.36,
10166,26,73.73,1,1916.98,
10177,35,74.6,8,2611,
10185,47,77.24,8,3630.28,
10197,50,100,14,5090.5,
10208,45,87.77,8,3949.65,
10221,39,89.53,2,3491.67,
10232,23,89.53,5,2059.19,
10248,42,75.48,11,3170.16,
10261,20,89.53,9,1790.6,
10273,33,71.09,12,2345.97,
10283,34,100,14,3580.88,
10293,49,100,3,4946.06,
10306,39,90.4,8,3525.6,
10315,36,100,7,3602.16,
10326,50,86.01,5,4300.5,
10337,29,100,2,4498.19,
10350,30,100,3,3023.1,
10372,41,86.89,7,3562.49,
10383,28,58.58,7,1640.24,
10396,45,100,5,4739.4,
10414,16,75.48,11,1207.68,
10103,36,100,5,4228.2,
10114,41,100,9,4815.45,
10126,50,100,5,7083,
10140,40,100,5,4601.2,
10150,49,100,2,6467.02,
10164,45,100,3,5012.55,
10175,47,100,10,5121.59,
10183,21,100,2,2441.04,
10194,32,100,5,4262.08,
10207,47,100,16,6658.02,
10217,38,100,5,4509.08,
10229,41,100,10,4716.23,
10245,21,100,3,2390.22,
10259,41,100,13,4666.62,
10270,38,100,3,5383.08,
10281,25,99.29,10,2482.25,
10291,48,100,5,5288.64,
10305,22,99.29,14,2184.38,
10313,28,100,8,2881.76,
10323,47,100,1,6203.06,
10334,49,100,4,6763.47,
10347,45,100,4,5884.65,
10357,28,100,2,3559.64,
10370,29,57.53,6,1668.37,
10382,39,100,1,4890.6,
10411,46,100,3,5235.72,
10425,38,100,13,4325.16,
10103,41,47.29,9,1938.89,
10113,50,49.81,3,2490.5,
10126,43,53.83,9,2314.69,
10140,29,43.27,9,1254.83,
10150,30,42.76,6,1282.8,
10164,25,53.83,7,1345.75,
10174,49,44.78,2,2194.22,
10183,40,49.3,6,1972,
10194,41,44.78,9,1835.98,
10206,21,53.33,4,1119.93,
10215,46,45.28,1,2082.88,
10229,39,40.25,14,1569.75,
10245,45,59.87,7,2694.15,
10258,21,59.87,4,1257.27,
10270,44,58.36,7,2567.84,
10281,44,59.87,14,2634.28,
10291,29,51.82,9,1502.78,
10304,34,49.3,4,1676.2,
10312,39,56.85,1,2217.15,
10324,38,100,6,6832.02,
10333,24,79.86,8,1916.64,
10348,29,100,6,7110.8,
10358,30,100,8,5302.8,
10370,20,100,2,2730,
10382,39,100,2,7827.3,
10411,35,59.87,7,2095.45,
10424,26,59.87,4,1556.62,
10108,44,100,11,5565.12,
10122,28,100,15,3583.16,
10135,31,100,12,4705.18,
10146,29,100,1,4444.54,
10159,32,100,7,4618.88,
10169,33,100,7,4910.4,
10180,44,100,2,5565.12,
10191,32,100,8,4237.76,
10211,41,100,7,5673.58,
10225,35,100,14,5260.15,
10238,44,100,8,6350.96,
10252,26,100,4,3559.4,
10264,20,100,2,2410.6,
10276,48,100,8,5713.92,
10287,34,100,17,4300.32,
10299,49,100,2,7947.31,
10310,40,100,15,5356.8,
10319,45,100,3,7901.1,
10330,50,100,4,6101,
10342,38,100,11,6276.46,
10355,25,100,2,4203.5,
10363,28,58.18,13,1629.04,
10378,49,67.14,8,3289.86,
10390,49,100,3,6862.94,
10110,42,61.29,9,2574.18,
10124,23,57.73,8,1327.79,
10148,29,81.25,2,2356.25,
10161,25,80.54,1,2013.5,
10173,39,71.98,15,2807.22,
10182,44,69.84,12,3072.96,
10193,25,76.26,16,1906.5,
10204,45,76.26,6,3431.7,
10213,25,83.39,2,2084.75,
10227,37,57.73,12,2136.01,
10241,30,66.99,4,2009.7,
10267,36,75.55,1,2719.8,
10279,26,60.58,1,1575.08,
10288,23,73.41,7,1688.43,
10302,23,72.7,3,1672.1,
10311,25,66.99,2,1674.75,
10332,21,100,3,3472.98,
10344,26,63.43,5,1649.18,
10367,44,85.25,9,3751,
10380,24,100,2,4536,
10407,66,66.99,4,4421.34,
10420,36,57.73,7,2078.28,
10110,36,85.25,13,3069,
10124,22,77.9,12,1713.8,
10148,25,60.26,6,1506.5,
10161,37,72.76,5,2692.12,
10172,32,75.69,3,2422.08,
10182,47,74.22,16,3488.34,
10192,37,69.82,4,2583.34,
10204,20,62.47,10,1249.4,
10212,41,82.31,3,3374.71,
10226,21,60.26,1,1265.46,
10241,22,76.43,8,1681.46,
10267,40,80.1,5,3204,
10279,32,74.96,5,2398.72,
10288,36,66.14,11,2381.04,
10301,27,72.02,1,1944.54,
10311,26,87.45,6,2273.7,
10321,30,70.55,3,2116.5,
10332,23,56.84,4,1307.32,
10344,29,59.53,7,1726.37,
10367,21,60.37,10,1267.77,
10380,34,100,3,3441.82,
10407,26,76.43,8,1987.18,
10420,60,64.67,11,3880.2,
10104,35,55.49,6,1942.15,
10115,47,69.36,2,3259.92,
10127,20,60.69,8,1213.8,
10141,20,54.33,2,1086.6,
10152,25,65.31,4,1632.75,
10165,25,69.36,9,1734,
10176,27,68.78,8,1857.06,
10184,31,60.11,3,1863.41,
10195,44,66.47,3,2924.68,
10207,49,46.82,4,2294.18,
10220,26,56.07,8,1457.82,
10230,36,54.33,6,1955.88,
10246,44,52.6,2,2314.4,
10259,28,46.82,1,1310.96,
10271,45,64.74,2,2913.3,
10282,29,46.82,11,1357.78,
10292,40,53.75,5,2150,
10305,45,61.85,2,2783.25,
10314,44,53.18,11,2339.92,
10324,25,69.16,14,1729,
10336,45,100,4,5972.4,
10349,48,47.4,4,2275.2,
10358,44,60.76,14,2673.44,
10371,25,97.27,12,2431.75,
10383,22,91.76,2,2018.72,
10394,31,50.29,2,1558.99,
10412,21,52.6,2,1104.6,
10425,55,46.82,1,2575.1,
10107,25,100,3,2845.75,
10120,35,98.05,1,3431.75,
10134,35,93.54,3,3273.9,
10145,43,95.8,7,4119.4,
10159,44,100,15,5355.68,
10168,50,100,2,5747.5,
10180,48,100,10,5355.36,
10188,25,100,2,2535.75,
10201,39,100,3,4351.23,
10211,25,90.16,15,2254,
10223,32,91.29,2,2921.28,
10237,20,100,8,2299,
10251,26,100,3,2637.18,
10263,42,100,3,4307.52,
10275,21,100,2,2153.76,
10285,34,100,7,3716.88,
10299,47,100,10,5455.76,
10309,21,100,6,2650.62,
10318,48,100,2,6437.28,
10329,30,87.78,7,2633.4,
10339,27,84.39,10,2278.53,
10362,50,96.92,2,4846,
10374,38,100,6,4197.1,
10389,45,100,1,4597.65,
10403,46,100,8,5287.7,
10417,35,100,3,3550.05,
10110,29,59.37,15,1721.73,
10123,50,59.87,1,2993.5,
10137,26,49.81,1,1295.06,
10148,47,56.85,8,2671.95,
10161,23,53.33,7,1226.59,
10172,34,42.76,5,1453.84,
10181,34,53.83,1,1830.22,
10192,47,53.83,6,2530.01,
10204,45,49.81,12,2241.45,
10212,45,53.33,5,2399.85,
10226,36,43.27,3,1557.72,
10241,21,40.25,10,845.25,
10266,28,48.3,1,1352.4,
10278,35,45.28,1,1584.8,
10288,50,52.32,13,2616,
10301,22,51.32,3,1129.04,
10311,45,49.3,8,2218.5,
10321,48,42.26,5,2028.48,
10332,20,87.96,5,1759.2,
10343,27,36.21,6,977.67,
10367,38,38.5,11,1463,
10379,32,100,3,3970.56,
10407,64,40.25,10,2576,
10420,37,60.37,13,2233.69,
10106,28,88.63,4,2481.64,
10120,39,100,10,4651.53,
10133,41,94.1,5,3858.1,
10145,40,87.54,16,3501.6,
10168,49,100,11,6433.7,
10210,27,98.48,9,2658.96,
10223,34,100,11,3608.76,
10235,23,96.29,5,2214.67,
10250,31,88.63,6,2747.53,
10262,34,97.38,1,3310.92,
10275,25,95.2,11,2380,
10284,22,100,3,2310.88,
10297,32,100,6,4061.76,
10308,31,100,9,3493.7,
10316,25,100,1,2872.25,
10328,47,87.54,14,4114.38,
10339,21,50.65,7,1063.65,
10353,28,71.73,2,2008.44,
10374,46,94.1,3,4328.6,
10386,33,41.71,11,1376.43,
10398,43,100,16,5552.16,
10401,38,96.29,5,3659.02,
10416,47,88.63,6,4165.61,
10101,45,31.2,3,1404,
10110,20,35.51,3,710.2,
10124,45,37.84,2,1702.8,
10149,36,33.19,7,1194.84,
10162,37,27.22,5,1007.14,
10173,31,31.53,9,977.43,
10182,39,36.84,6,1436.76,
10193,26,29.21,10,759.46,
10205,32,37.17,5,1189.44,
10214,20,34.19,3,683.8,
10227,42,29.21,6,1226.82,
10243,33,29.54,1,974.82,
10280,20,28.88,12,577.6,
10288,29,38.17,1,1106.93,
10304,23,30.2,16,694.6,
10312,39,29.54,13,1152.06,
10322,20,100,3,2624,
10332,45,81.91,6,3685.95,
10344,20,35.18,6,703.6,
10356,48,100,5,9720,
10367,23,36.29,13,834.67,
10380,32,70.56,4,2257.92,
10391,33,100,8,8344.71,
10409,61,29.54,1,1801.94,
10420,45,26.88,1,1209.6,
10107,38,83.03,7,3155.14,
10120,34,83.79,5,2848.86,
10134,43,83.03,7,3570.29,
10145,47,83.03,11,3902.41,
10158,22,67.03,1,1474.66,
10168,29,75.41,6,2186.89,
10180,28,68.55,14,1919.4,
10188,40,91.4,6,3656,
10201,25,73.88,7,1847,
10210,30,61.7,4,1851,
10223,38,69.31,6,2633.78,
10236,36,87.6,3,3153.6,
10250,32,87.6,1,2803.2,
10263,37,62.46,7,2311.02,
10275,30,79.98,6,2399.4,
10285,39,70.08,11,2733.12,
10297,32,65.51,1,2096.32,
10308,47,63.22,4,2971.34,
10318,26,86.83,6,2257.58,
10329,37,94.43,4,3493.91,
10340,55,79.98,8,4398.9,
10363,21,100,8,3595.62,
10375,23,100,9,2443.29,
10389,49,81.4,2,3988.6,
10402,59,87.6,3,5168.4,
10416,32,87.6,1,2803.2,
10105,43,100,9,6341.21,
10117,41,100,3,5189.78,
10129,45,100,9,6027.75,
10142,33,100,6,3366,
10153,40,100,5,5456.4,
10167,33,100,16,3812.16,
10177,50,100,7,6083,
10185,30,100,7,3170.7,
10197,41,100,13,4534.6,
10208,35,100,7,4301.15,
10221,49,100,1,6804.63,
10232,46,100,4,5652.94,
10248,48,100,10,6960.48,
10261,36,100,8,4512.6,
10273,22,100,11,2784.76,
10283,42,100,13,5316.36,
10293,21,100,2,2941.89,
10306,29,100,7,3207.4,
10315,35,100,6,4215.05,
10326,41,100,4,4333.29,
10337,29,71.97,4,2087.13,
10350,34,50.33,7,1711.22,
10372,37,100,8,3910.53,
10384,28,80.54,3,2255.12,
10396,49,100,6,5720.75,
10414,23,100,10,3335.23,
10101,46,53.76,2,2472.96,
10110,39,44.35,2,1729.65,
10124,22,45.25,1,995.5,
10149,49,49.28,6,2414.72,
10162,43,36.29,4,1560.47,
10173,27,41.22,8,1112.94,
10182,31,36.74,5,1138.94,
10193,20,50.62,9,1012.4,
10205,24,38.08,4,913.92,
10214,49,47.94,2,2349.06,
10227,24,48.38,5,1161.12,
10244,39,45.25,9,1764.75,
10255,37,45.7,2,1690.9,
10280,45,47.49,11,2137.05,
10289,45,48.38,4,2177.1,
10304,44,39.42,15,1734.48,
10312,23,37.63,12,865.49,
10322,30,100,4,3500.1,
10332,26,85.52,10,2223.52,
10345,43,53.76,1,2311.68,
10356,26,31.86,7,828.36,
10367,28,30.59,12,856.52,
10380,27,68.35,5,1845.45,
10391,24,100,1,4042.08,
10421,40,45.7,2,1828,
10103,36,100,1,3680.28,
10114,21,100,5,2925.09,
10126,27,100,1,3415.77,
10140,47,100,1,5105.14,
10151,42,100,8,5098.8,
10165,32,100,17,4661.76,
10175,28,100,6,2969.96,
10184,24,100,11,3496.32,
10194,49,100,1,5760.93,
10207,46,100,12,6819.04,
10217,28,100,1,3148.88,
10229,48,100,6,5704.32,
10246,29,100,10,3520.6,
10259,47,100,9,5285.62,
10271,43,100,10,5605.05,
10281,25,100,6,2779.5,
10291,48,100,1,5398.08,
10305,24,100,10,3189.6,
10313,42,100,4,5581.8,
10324,31,100,2,3820.44,
10334,42,100,5,5528.04,
10348,37,100,1,5981.42,
10358,41,100,7,5684.65,
10371,20,100,5,3449.4,
10382,20,100,3,2654.4,
10412,70,100,10,8498,
10425,49,100,9,5510.54,
10108,35,58.87,15,2060.45,
10121,32,76.88,2,2460.16,
10135,29,61.64,16,1787.56,
10145,27,60.95,3,1645.65,
10159,27,80.34,11,2169.18,
10169,38,74.11,11,2816.18,
10180,35,72.03,6,2521.05,
10190,42,76.19,3,3199.98,
10211,21,63.72,11,1338.12,
10224,37,80.34,4,2972.58,
10237,26,79.65,4,2070.9,
10252,47,65.8,8,3092.6,
10264,37,65.1,6,2408.7,
10276,46,75.49,12,3472.54,
10285,38,59.56,3,2263.28,
10299,33,66.49,6,2194.17,
10309,24,56.1,2,1346.4,
10319,31,81.73,7,2533.63,
10330,42,81.03,1,3403.26,
10341,32,100,6,3307.2,
10355,41,70.65,3,2896.65,
10363,43,61.23,14,2632.89,
10375,20,100,14,2046,
10390,35,65.13,4,2279.55,
10403,27,79.65,4,2150.55,
10110,43,78.15,11,3360.45,
10124,32,72.7,10,2326.4,
10148,21,73.6,4,1545.6,
10161,20,100,3,2144.6,
10172,22,74.51,1,1639.22,
10182,36,73.6,14,2649.6,
10192,46,83.6,2,3845.6,
10204,47,96.32,8,4527.04,
10212,45,88.14,1,3966.3,
10227,47,88.14,14,4142.58,
10241,47,94.5,6,4441.5,
10267,38,87.24,3,3315.12,
10279,49,79.97,3,3918.53,
10288,35,80.87,9,2830.45,
10302,49,100,5,5298.86,
10311,28,93.6,4,2620.8,
10321,30,72.7,1,2181,
10332,39,86.72,7,3382.08,
10346,25,100,1,2876.75,
10368,40,100,2,4107.2,
10380,36,37.5,6,1350,
10407,76,94.5,6,7182,
10420,39,100,9,3933.93,
10104,44,39.6,10,1742.4,
10114,24,30.06,1,721.44,
10127,39,38.19,12,1489.41,
10141,21,42.43,6,891.03,
10151,30,40.31,4,1209.3,
10165,27,31.82,13,859.14,
10175,37,31.12,2,1151.44,
10184,42,31.82,7,1336.44,
10195,32,28.29,7,905.28,
10207,42,29.7,8,1247.4,
10219,21,40.31,3,846.51,
10229,33,32.88,2,1085.04,
10246,49,36.07,6,1767.43,
10259,31,33.24,5,1030.44,
10271,38,41.72,6,1585.36,
10281,20,40.66,2,813.2,
10292,39,30.06,9,1172.34,
10305,48,31.47,6,1510.56,
10314,39,37.13,15,1448.07,
10324,30,100,9,3338.1,
10335,33,37.13,2,1225.29,
10349,36,37.13,3,1336.68,
10358,36,82.94,4,2985.84,
10371,45,100,8,5545.8,
10383,40,100,3,6089.6,
10394,46,38.9,6,1789.4,
10412,30,36.07,6,1082.1,
10425,31,33.24,5,1030.44,
10106,49,74.68,13,3659.32,
10119,41,59.6,4,2443.6,
10131,35,67.14,5,2349.9,
10143,27,60.97,8,1646.19,
10155,23,72.62,6,1670.26,
10167,21,69.88,2,1467.48,
10178,34,80.84,5,2748.56,
10186,22,69.2,2,1522.4,
10198,48,67.82,5,3255.36,
10209,43,82.21,1,3535.03,
10222,32,81.53,5,2608.96,
10249,20,67.82,1,1356.4,
10262,24,67.14,10,1611.36,
10274,40,65.08,2,2603.2,
10284,30,73.99,12,2219.7,
10296,21,71.25,8,1496.25,
10307,25,75.36,2,1884,
10316,34,63.71,10,2166.14,
10328,48,58.92,1,2828.16,
10339,55,100,12,6214.45,
10351,25,74.68,5,1867,
10373,38,70.44,7,2676.72,
10386,39,55.96,1,2182.44,
10398,28,57.55,3,1611.4,
10400,24,61.66,2,1479.84,
10415,21,67.82,1,1424.22,
10110,46,100,10,5942.28,
10124,25,93.95,9,2348.75,
10148,34,100,3,4392.12,
10161,25,100,2,2759.75,
